date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2018/9/1,64413,72000,146670,148911,0,142749,148925,75718,134140,0,128110,131988,0,61757,123653,100511,120763,119686,72894,114274,120324,109490,109517,114016,107122,0,75002,0,101356,113118,103531,102007,86674,89420,63975,78437,88290,93234,88603,64464,79853,54596,0,78887,68110,80587,95626,62361,86681,56495
2018/9/6,67754,73858,146753,150011,0,138235,146954,78997,136319,0,136958,135971,0,65959,125361,98697,128442,130482,75473,119864,114046,104969,109769,113692,106599,0,75664,0,106286,102812,106687,105671,94188,82561,68334,83976,89501,90333,87015,59868,78985,59231,0,83868,63878,85294,102283,70995,85475,56813
2018/9/11,60974,69733,147780,149805,0,143561,149505,70363,132982,0,129968,130377,0,63802,124297,98062,126344,118713,72200,117477,115732,99839,112973,101368,105577,0,71177,0,100425,98984,102950,94905,84752,84059,66726,78227,88218,91445,89291,55842,75016,53124,0,81807,58016,79760,99410,60229,78686,60827
2018/9/16,56089,68508,144855,143777,0,138132,146465,72921,132141,0,132599,128195,0,61019,119830,92448,121109,123047,69524,118869,117636,90109,112834,98589,103212,0,68536,0,99930,101197,97976,95807,89191,82241,65703,71624,88066,82473,84875,58320,73973,49154,0,76391,61869,77774,94347,59622,77073,50783
2018/9/21,64744,76438,147307,149113,0,139022,143261,70577,138790,0,133204,134170,0,63726,127496,104154,123082,120653,70071,117080,117268,87489,106147,96680,104274,0,78769,0,102959,102292,99068,94216,91111,81666,64041,73885,93430,85860,89659,60065,73026,56272,0,82366,58213,80618,94227,68320,79722,55781
2018/9/26,61549,82164,144019,151695,0,140492,144503,74404,136077,0,131165,129740,0,68157,122470,99211,115496,119402,73872,112049,112137,82579,104380,89682,106361,0,73595,0,97262,104958,97283,98238,89952,79981,59414,79342,90262,87302,85086,53592,71769,51375,0,76479,55880,75434,94671,62116,75587,56188
2018/10/1,61984,80044,137556,141268,0,131000,140012,73826,126635,0,129360,122128,0,60950,119750,101216,117823,115645,71172,114116,113625,76607,103053,87424,98590,0,74012,0,93593,95267,96327,86494,82888,83803,59173,70809,78537,85161,80601,46397,73226,46078,0,72395,58762,68661,91258,57797,73908,48672
2018/10/6,72564,85595,148525,153877,0,140585,141719,82098,131205,0,129038,127991,0,72891,120301,103854,116502,115559,79957,113837,111789,81368,107821,84900,106569,0,84768,0,97862,106281,102475,91736,87374,89210,65874,80683,85917,85301,86618,54104,78764,51177,0,75966,66080,77019,99252,61766,76615,56707
2018/10/11,70335,87330,137764,144783,0,129763,140185,72493,129381,0,127861,122415,0,66296,122661,103929,118250,115468,72992,110945,106707,72747,102407,81992,102427,0,74671,0,99746,97573,100523,91196,80744,80076,61128,76613,84799,81182,81496,53140,69585,49825,0,72970,62418,69205,91575,55198,74771,58831
2018/10/16,72264,87541,134352,139248,0,129752,135268,70486,123887,0,123276,118803,0,70449,112890,98904,114257,114983,73993,104615,104797,63223,94545,72100,96653,0,73656,0,91104,91391,92104,84047,77282,78649,51057,71140,76189,81953,74825,46131,67414,49729,0,70935,58644,65395,83014,51604,69757,59209
2018/10/21,74574,85489,136801,136320,0,127384,136192,68890,124572,0,119525,122205,0,64712,109486,98153,112210,109405,74523,102432,102663,56965,92065,65328,99875,0,73298,0,93995,90782,89674,82191,75988,72266,51902,71046,74175,78550,76105,48816,66983,43576,0,70288,61673,64339,84909,51093,70007,57755
2018/10/26,79299,92083,136724,139576,0,125203,134021,73777,123773,0,118098,122077,0,71606,112511,98975,107986,110895,75689,101617,102736,52274,92354,64369,96646,0,77867,0,88348,91356,89075,83967,76622,77003,50850,71840,79837,75087,75388,44580,67912,45738,0,70060,62594,64056,81605,55806,66528,61498
2018/11/1,80323,92920,131758,136886,0,125878,131869,73376,122048,0,116457,121946,0,72867,109888,99506,111248,108817,81215,102957,103446,52755,93414,59845,95666,0,73503,0,89742,88002,89679,86707,79832,73729,53170,69507,76123,76672,72325,48702,63457,45970,0,66957,65291,64171,84567,52973,68030,62214
2018/11/6,91639,101698,142574,143976,0,130109,142231,76619,129817,0,129245,124238,0,85482,118204,108812,114502,112390,86609,110770,109221,56976,97114,63111,103484,0,82766,0,96638,95232,94518,89747,83382,83358,58592,76951,83461,84366,79379,50707,68916,57611,0,73792,69578,75655,91243,58158,73846,68839
2018/11/11,83933,93783,131094,137829,0,120842,127505,73499,120909,0,114509,120287,0,74859,111540,101092,105118,104101,82623,101087,98025,48739,88287,50391,96227,0,75607,0,91209,87928,89894,85439,75664,72520,45672,69041,74386,73384,74644,43105,64667,49850,0,67632,62711,66465,81623,55137,62737,61017
2018/11/16,88726,95183,127920,136624,0,122506,126019,73950,120083,0,113761,112770,0,77972,112070,96686,105800,102513,78872,101525,99847,46859,80592,47230,91494,0,76266,0,85876,86028,86298,79725,74609,70836,45209,65058,71623,72485,71892,42596,61158,44418,0,63374,65821,64200,79946,50468,62168,58045
2018/11/21,88894,97896,126125,132974,0,119254,125132,72434,118527,0,111564,113504,0,77559,106602,94871,100167,103428,80538,97893,97231,42246,77426,44020,88511,0,74399,0,85127,83106,84577,77435,74091,68271,42965,64899,69468,69798,68917,42192,60583,44462,0,59819,60995,59795,78810,48370,61626,57704
2018/11/26,94549,104974,131832,137800,0,121606,127558,76851,119198,0,115643,114772,0,81593,110128,102113,104968,104057,83603,98846,99956,44014,81080,46667,93690,0,74910,0,87623,86746,84725,79000,76809,72565,47474,67893,70927,71492,73486,44012,60315,49161,0,62256,64155,63460,79287,53816,62562,60013
2018/12/1,104441,108917,132799,139530,0,128608,132543,81908,126532,0,119189,122428,0,91089,113230,105265,111921,112090,89315,106876,102947,48529,80666,49728,95140,0,80755,0,90521,92325,93663,85577,79133,78451,51357,72710,76245,77619,78266,51019,66166,56700,0,69946,66735,68623,86309,60660,68584,66031
2018/12/6,99954,103405,125546,132850,0,120112,122545,74663,117110,0,111463,113040,0,81115,104739,98807,102205,101880,84074,96419,95860,41000,69374,41275,87446,0,75735,0,83604,83695,83462,77049,71912,67979,42203,64612,69909,68941,66658,43921,58924,47484,0,61453,58915,59196,76984,52223,60166,57062
2018/12/11,98198,103582,122534,128822,0,116109,119897,74069,111889,0,109432,110274,0,81113,103859,95837,98054,99403,81389,93068,93977,37744,64650,37944,85503,0,72300,0,80200,79665,78771,74336,68104,64765,40612,61922,67226,65569,66228,41417,55339,43923,0,58379,57213,55984,71740,50461,57387,53281
2018/12/16,104133,108597,126695,131721,0,119432,121999,77651,115719,0,113067,112676,0,85795,105880,99369,101155,101493,85793,96826,96984,41335,65293,41648,88803,0,76482,0,84334,82956,83673,78626,71411,68855,42930,65790,68965,69156,67763,45915,59657,50605,0,61959,60723,58703,76258,56002,61376,56392
2018/12/21,106667,112223,126884,133420,0,119697,123650,81229,117109,0,114106,114028,0,90317,105662,100324,103722,101902,89542,97635,97934,41348,64928,43451,89769,0,78478,0,84860,85671,85301,78349,72398,70565,45416,66475,70938,70458,68352,48176,61656,52474,0,62844,62944,60404,78232,56556,61616,58277
2018/12/26,102820,107318,122192,127517,0,115016,116511,75874,111682,0,108015,108248,0,84880,100533,95716,96265,97070,83381,92602,91526,35946,55647,36557,83422,0,73291,0,78722,78658,78888,72785,67909,63591,38929,61848,65396,64050,63784,44152,54599,47452,0,56267,56090,54103,71788,51470,55921,51434
2019/1/1,105400,110036,122326,128829,0,115798,117117,77340,112521,0,107833,107829,0,87459,100541,95635,97187,97825,84509,92260,93177,36840,53607,37193,84830,0,73980,0,79438,78420,79295,73668,67198,64373,38850,62750,66060,66234,64855,46129,54798,48879,0,56805,57227,54679,72775,53096,55507,52553
2019/1/6,105624,109413,120226,126796,0,112588,112959,76379,111756,0,105851,105733,0,86694,100259,95584,95718,96018,84730,90132,91137,34918,50469,34715,81389,0,72154,0,76812,77414,77882,71171,67176,61255,36816,61167,63450,62374,63354,44761,53407,47261,0,55846,54523,53946,69499,52352,54750,51233
2019/1/11,108634,110474,122429,126806,0,115109,115188,79990,111076,0,108742,107968,0,90004,101845,96120,97139,97782,86833,92108,91567,35931,50566,36315,81760,0,73830,0,79103,78595,80276,72756,68589,62433,38911,63107,65055,64183,64162,46785,55420,49842,0,55461,56749,55118,70928,53751,56367,51748
2019/1/16,110088,113818,123197,128441,0,116899,115386,82703,112167,0,108721,109210,0,90730,101702,99149,97526,98311,88566,93467,93025,38084,48259,36651,81238,0,75631,0,79341,80174,81153,73672,68174,65065,39593,64327,66384,65997,64902,49365,55743,52260,0,57369,57171,56480,73175,55199,56999,53992
2019/1/21,108655,112396,121183,127755,0,114044,114105,81997,110571,0,107727,106744,0,91917,100325,96638,94354,96541,86287,90919,91164,35526,45112,35023,76720,0,75025,0,78757,78694,79477,71731,66896,64078,38371,63921,64883,64371,62850,47846,53433,51350,0,56741,56618,54211,71991,55585,56855,51972
2019/1/26,110406,113393,120374,126223,0,114230,111384,82676,110210,0,106705,106930,0,90912,99554,96598,94614,95078,86472,91001,90667,34281,43546,35128,71397,0,74595,0,76172,77977,77985,71826,65971,62375,36956,62383,63509,64228,63146,47145,54198,49836,0,54390,55200,53657,70531,53555,54886,51085
2019/2/1,111875,115930,122304,129404,0,115850,112438,85512,112380,0,108743,108109,0,95162,102600,99635,97019,97375,88764,92003,93670,37868,42814,36892,65949,0,77053,0,77215,80365,78773,72464,68841,64430,40380,66410,65923,65340,63623,50457,55948,53517,0,58295,57172,55250,71372,58236,56522,52456
2019/2/6,112478,116107,122088,129241,0,115104,111613,86473,112637,0,108368,109321,0,94925,101677,98095,95390,97147,89795,91851,92438,36725,43547,35944,56736,0,76857,0,73140,79452,78770,74435,67525,63687,39870,63790,64164,64491,64752,50669,56201,53042,0,57528,55167,57208,73867,57893,56306,52367
2019/2/11,113260,114486,121397,125565,0,113122,109731,87103,111719,0,105687,105765,0,93114,99231,96706,94386,95970,88135,90735,90488,33626,39962,35152,47057,0,76048,0,67095,78037,78342,70699,66849,61986,38082,64534,64409,63154,63575,49798,53989,51924,0,55503,53782,54421,71240,56111,55165,51408
2019/2/16,115636,119331,124022,131014,0,117881,112605,91518,114339,0,110692,109303,0,97238,102804,101088,98233,99283,91709,96008,94232,38787,42205,39362,47308,0,80705,0,65237,81106,82769,76070,69696,65435,41383,66038,66587,67037,65935,53291,57526,56095,0,60269,58998,58251,73613,60310,59513,55372
2019/2/21,116054,118896,124099,133043,0,117520,112525,90528,114155,0,111010,109424,0,98603,101243,102080,100458,99501,94532,94269,93239,38360,42909,39424,40191,0,80222,0,60636,82036,82542,75453,69847,66757,39596,68613,67934,65529,65391,53838,59977,58632,0,59652,58550,55754,76205,58497,60523,55516
2019/2/26,118077,122565,127052,131340,0,118549,111970,94552,116822,0,111561,109395,0,101406,105475,102349,100444,100195,92468,95327,96586,40538,42138,41039,43190,0,80979,0,51526,83151,82252,76788,71621,67413,44040,68583,69548,69993,67636,56630,59485,58311,0,59707,60399,59796,74791,61883,60730,56240
2019/3/1,120367,123177,125058,130954,0,120219,111652,94896,116397,0,113122,111578,0,99710,104489,105223,99553,101770,95521,95967,98296,41606,42807,42428,41378,0,81526,0,50803,82154,85197,77759,72983,67339,44540,71868,70283,67386,68958,55215,61366,60592,0,61451,60379,59458,76155,62581,62907,56453
2019/3/6,120842,124064,127549,131941,0,118992,111644,99474,117764,0,113198,112101,0,101109,107968,103341,101140,100579,95198,96200,98640,40462,43592,40216,42562,0,83618,0,47903,85766,83315,78825,72026,69253,43371,71538,70723,68981,68867,58690,61047,60286,0,62470,61033,59275,76688,62549,60259,58415
2019/3/11,120510,125011,126001,132728,0,119680,110893,100126,116391,0,111882,113747,0,101377,105468,103854,99744,101551,95537,97088,96800,41041,43361,41882,40885,0,82221,0,46765,82841,82754,76939,72571,68420,42613,70783,69218,69834,67623,58027,61065,58712,0,60843,59586,61402,76932,62598,62403,55900
2019/3/16,121970,124065,124000,133068,0,119079,107959,99345,116627,0,113122,110152,0,101687,105174,102072,100634,99876,95703,94714,95279,39340,42075,40133,39934,0,82465,0,44869,83031,81145,75631,72024,69199,43325,70326,68492,67158,67180,57181,59299,58704,0,59746,59737,57576,77338,61901,59504,56696
2019/3/21,122033,124002,127380,131720,0,120240,106758,100215,114577,0,114528,113116,0,103583,103832,105529,99197,98186,94770,97729,97643,41000,40541,38481,43294,0,82583,0,44577,82674,83044,76643,74292,67931,43605,70640,69224,68318,70807,59828,58110,57051,0,62770,60582,61460,76312,64130,62769,55940
2019/3/26,121272,126589,128680,135570,0,122113,107477,101761,117467,0,111603,112578,0,104129,105768,106115,99900,102349,97516,99649,100302,39943,42710,42464,42515,0,83647,0,44434,85603,85746,79552,73637,71360,46489,73694,70290,70100,70088,58795,62802,58925,0,64009,59266,63160,76844,64303,61459,59466
2019/4/1,119797,123073,124746,131410,0,118979,103093,101698,116088,0,108890,110049,0,100400,102933,102823,99894,97491,92875,95192,94258,38394,40538,37514,39085,0,81428,0,43877,81119,81866,77763,71387,67644,39670,69076,69001,69465,66750,58909,58608,59206,0,58756,60090,57763,73536,60168,58788,55676
2019/4/6,123738,130418,129562,135621,0,121619,107375,109280,118103,0,114417,115623,0,107805,109401,106913,101510,103061,100096,96205,101016,41655,45662,40512,45111,0,84466,0,43861,88182,88651,78727,73982,68424,46275,73809,70914,74223,74173,63209,61687,60857,0,63389,62239,60670,80678,65111,62984,57719
2019/4/11,123590,127570,127948,133146,0,119906,105088,104406,120982,0,116221,114280,0,104048,108516,108608,101765,100809,100404,98052,98021,39499,42366,40992,40862,0,83225,0,44848,85066,85294,80288,76317,70376,44856,76027,71932,70259,70754,61983,63560,63117,0,63731,61120,61999,77106,61747,63064,56306
2019/4/16,125933,128382,135465,137915,0,122984,106908,110369,121395,0,116828,118854,0,110076,113843,108508,102999,104207,102692,101984,103859,43973,48779,46809,46029,0,89091,0,46817,90477,88150,82384,81357,76479,50221,77319,76196,73193,73308,65115,63964,63659,0,64454,64251,63508,81420,66241,67352,60263
2019/4/21,137163,144055,140443,148916,0,134112,117955,122984,129059,0,124660,130640,0,116029,117007,119960,113967,114602,111570,109677,107185,57131,51831,56960,59043,0,101466,0,58943,96225,96648,96316,90883,79548,60851,84511,80428,87593,85291,71611,77066,77992,0,79204,75004,71460,91490,77325,72262,73289
2019/4/26,128438,130907,133579,139871,0,128990,104441,115130,122957,0,116505,120804,0,110950,107652,111669,107303,101581,102790,102921,101559,44975,45207,48765,48443,0,91102,0,51119,89084,87746,81813,80013,74662,54883,80770,75318,74548,77708,65366,66321,67450,0,65167,66999,65438,83299,71851,65349,60979
2019/5/1,131748,138026,132188,142354,0,129304,106675,118683,123743,0,119872,119603,0,109788,111297,115178,112333,102775,105048,106988,108055,47213,51262,47904,47731,0,91267,0,51938,92019,94262,85424,78833,78787,52476,81699,79297,78568,76738,70483,68103,66639,0,70051,69772,67640,89611,73248,69971,65057
2019/5/6,129866,133880,134098,139795,0,125234,99280,113590,126917,0,114376,121596,0,112822,106490,109331,103487,102513,105544,100566,102023,44352,48049,44193,49417,0,93359,0,51116,87026,88467,82122,80352,70382,55375,80686,79181,78225,77768,65210,66712,68804,0,69951,66588,64726,84911,69617,66062,62590
2019/5/11,138982,139292,136145,145869,0,135198,103646,123968,125490,0,124566,121837,0,115710,106680,120996,110679,101728,105649,107870,109480,54353,50908,53710,53178,0,94014,0,51690,91687,95282,89476,82604,77623,60958,80418,78472,80798,82614,72188,68649,69546,0,69573,73138,69666,90931,75520,71575,72650
2019/5/16,129808,141095,139526,139778,0,130310,103717,121482,130254,0,127352,121020,0,117652,93587,118678,112261,99783,105117,105045,107955,48999,56162,48203,55556,0,98568,0,50687,92519,99282,89047,82162,80995,57200,79938,77269,77720,80719,74335,72929,76818,0,74781,75315,76066,90099,70518,74585,66668
2019/5/21,132087,131177,139292,137621,0,132883,103968,117626,126309,0,119205,126365,0,116964,77481,116221,105219,104545,107120,101588,107913,50661,48938,57815,49121,0,90506,0,54837,96675,91582,92475,79172,77929,57373,81887,83527,81920,84329,65847,71942,76774,0,78469,73856,71652,87929,75653,77232,61143
2019/5/26,134984,138410,135304,142643,0,129797,106019,123869,132132,0,122086,126072,0,114904,65876,116916,114082,96825,105680,103654,112305,49478,56215,57530,50121,0,96958,0,59276,101296,96757,85917,84690,85355,66107,85230,81079,80306,86196,76325,68871,76023,0,74292,73030,71290,88765,80920,71250,69600
2019/6/1,140018,137465,138365,150548,0,132869,102767,124977,133760,0,128850,130985,0,120195,68078,118272,111994,104156,108835,108751,111066,53286,57656,58592,52721,0,95579,0,56156,102981,101434,94943,87496,77931,63148,87091,80713,87108,81339,70942,78536,74172,0,78104,75364,73586,94076,74494,73932,69477
2019/6/6,136117,144076,149656,146641,0,138486,104377,131775,131962,0,126441,132403,0,122537,69833,120893,117607,103368,118048,110861,112757,63355,60619,57767,58499,0,103108,0,61096,106019,97684,95152,90864,83049,69519,86485,85316,89257,90617,79441,81656,80108,0,81138,77848,76979,90838,83753,77627,71253
2019/6/11,141004,143653,146649,148574,0,134626,107368,127845,136833,0,128652,127853,0,122749,60419,120733,116075,98395,117038,112179,114930,60605,56816,56891,61127,0,103541,0,67045,104538,99935,94428,88595,89135,73721,90184,90753,89197,83095,74240,77116,78226,0,84166,79872,82332,93580,78416,82149,76489
2019/6/16,142084,138661,141392,147498,0,133541,104954,125507,127485,0,132092,123693,0,117707,59662,122648,110631,95289,112810,116735,114093,60964,61628,54546,58171,0,104460,0,56272,97248,96591,93253,87636,82990,68326,91620,89562,80390,89741,73570,79799,73830,0,73394,71263,75645,88432,77842,73786,68679
2019/6/21,134942,139172,145435,145684,0,137283,99570,131937,128288,0,126860,126687,0,126676,61679,125768,116764,96459,120168,117654,113633,62833,59681,55339,62489,0,105063,0,61748,104079,95844,99195,85409,84766,70357,89809,92456,86018,88682,80912,78531,75874,0,77763,77217,80465,92440,82203,82769,69728
2019/6/26,144432,145557,154416,157695,0,141127,112623,137927,136848,0,134831,141684,0,128692,60666,125951,117557,93435,118540,118985,118870,63780,62434,63697,67339,0,113895,0,63774,112006,104257,97172,93278,90869,80443,91117,90122,98785,95869,86001,80563,86527,0,83464,80078,90165,101119,89635,85201,74420
2019/7/1,143108,149390,151314,150889,0,136194,102925,138656,144489,0,132211,130442,0,127547,59233,129444,121000,93814,120767,125261,116882,66103,69228,67619,62758,0,107023,0,63188,106932,99865,97008,84768,92907,84495,91458,91433,88366,90127,79940,87166,88697,0,82083,82876,77859,104388,80743,79305,74642
2019/7/6,143168,143002,147566,155830,0,137591,98147,140438,139375,0,135001,135417,0,122121,66433,123721,115032,85364,121161,114364,112185,63887,61458,67005,59901,0,106448,0,68349,103739,110680,95246,88361,84923,81483,99453,88638,94366,85386,85205,78672,81597,0,85659,83051,76351,101808,86053,84478,75994
2019/7/11,147892,148233,145339,152760,0,139055,101457,140300,140410,0,130818,130901,0,129023,64901,123608,119697,81490,117502,114378,120117,68457,64257,70473,61099,0,108252,0,72447,107881,108273,104027,81747,86694,79351,95453,94066,86278,88911,84030,85512,86311,0,82486,81007,79371,97691,85918,79487,79093
2019/7/16,150954,154490,155429,157977,0,137499,98829,141148,141162,0,132209,138527,0,132305,71038,126938,116155,82849,120669,120783,119910,72187,67816,70823,73331,0,109499,0,63231,106114,102184,105425,89191,95364,80926,96868,98150,96432,96592,89486,86065,80914,0,86426,89358,81187,102344,92304,88355,84425
2019/7/21,144320,148905,145443,149727,0,141795,101835,141677,143665,0,135856,136612,0,131849,72373,126720,127854,83262,119698,116088,115884,73526,79159,74143,70236,0,111687,0,75344,104939,112545,107818,79521,91339,88953,102212,99606,99033,90450,81858,89161,92337,0,85668,90721,83400,103345,88302,89459,79144
2019/7/26,142452,155403,152138,161210,0,141718,104865,149880,142451,0,132615,148164,0,134482,74691,133746,119620,86496,127691,130881,121723,80109,84320,75964,72461,0,107493,0,77048,108990,114991,108872,82954,95824,86155,109211,96699,93178,95009,92172,92953,86462,0,93325,92240,87372,109265,88520,97718,88631
2019/8/1,143031,163663,148829,157903,0,144030,104972,142021,144741,0,142468,147700,0,128261,71129,131954,130751,85071,120982,125310,128502,92495,78440,83949,72850,0,111588,0,71081,114239,112749,103779,80761,96658,88800,99042,101894,94865,92116,83491,88607,89772,0,84872,94294,93453,107451,90801,92817,79442
2019/8/6,147421,160948,159200,155515,0,141152,106140,153192,152341,0,126232,138705,0,136545,66124,142683,125482,76421,121025,123765,126713,84831,85532,86280,77460,0,121123,0,72492,109178,107873,105904,87618,92469,93059,98261,102747,93855,96577,88059,96018,92620,0,96381,102483,85348,118446,87037,92354,84720
2019/8/11,151155,149275,155769,153925,0,148060,109577,155216,152669,0,131139,143200,0,135803,67167,142296,127825,80221,123325,121166,122886,92854,96997,81876,84832,0,112740,0,83257,119657,113854,111055,78232,96401,95683,104544,97826,99464,101154,88708,87927,97341,0,97327,89581,83124,109619,100939,96821,91180
2019/8/16,146116,161296,159869,151555,0,139697,106280,148268,152322,0,106434,137903,0,139758,74730,136212,118629,84340,119904,124887,123947,86685,84435,79092,83146,0,115477,0,75539,112976,112888,111099,74534,97290,99245,108946,93885,101438,93568,89380,94887,90971,0,86064,95144,83470,102915,94777,90756,91036
2019/8/21,144240,153967,157526,157908,0,142353,92424,148956,146526,0,93243,134111,0,135626,66026,130065,119691,79998,119740,116535,122350,94847,91969,77348,80219,0,115888,0,81207,112900,104388,103475,71386,90566,87338,93897,90493,97306,94405,87400,86329,80392,0,89728,90886,89769,102580,85498,85832,76940
2019/8/26,145033,155341,148125,152995,0,138737,97804,139711,138006,0,84640,135939,0,124400,62219,132767,110885,69145,127735,124994,125627,87868,90996,83046,81721,0,104222,0,77861,111500,108821,105014,69156,88896,88857,97639,95555,91794,88718,86947,85530,81790,0,88160,84090,80868,95463,93173,88679,80894
2019/9/1,153754,147870,156829,157304,0,134396,93107,143916,137811,0,75540,134263,0,128931,66352,126127,114145,75382,118967,114558,115760,102537,90886,89883,85498,0,114715,0,82283,104501,113089,108279,69544,92873,91076,93810,92822,99032,95671,82768,92327,86521,0,80810,86746,90103,103507,87618,91855,75931
2019/9/6,141618,152510,151015,151780,0,136358,97944,142508,142645,0,70628,139897,0,128557,66256,133850,120986,74688,118790,123053,122630,99542,94404,100054,93068,0,113414,0,82331,113435,105156,99554,71596,102457,94172,97962,105006,99724,101878,90558,90397,83357,0,85047,88451,81909,108166,86899,97103,80757
2019/9/11,144401,149546,147632,150472,0,130616,85486,145112,138411,0,62214,135167,0,129229,69751,131467,116068,69746,114133,119842,122909,98196,96396,91669,92204,0,107309,0,79712,107913,108873,105624,60534,90843,92727,98266,91531,87735,94568,83696,87433,78011,0,84578,89385,87882,103640,92431,88762,74835
2019/9/16,139046,145287,149360,142091,0,133720,83880,144272,131659,0,60431,124870,0,122630,58648,122156,104176,64921,115729,113752,113436,97688,91918,84805,83798,0,104696,0,81480,105813,95916,92608,58507,87237,84983,91059,84081,93095,91135,73338,78038,74961,0,78190,78360,81162,90995,84735,80667,72624
2019/9/21,141843,140342,142873,148109,0,131006,88613,141827,134713,0,62097,129392,0,123839,66909,124548,109980,61750,118632,113944,119676,96900,100220,96307,92404,0,103867,0,78100,102850,105496,95699,64826,93453,93562,90332,95177,88276,91489,85422,77454,81145,0,78412,79890,83913,96403,81394,82709,74073
2019/9/26,145951,144070,151507,152026,0,136977,87662,140647,141750,0,58218,129427,0,121691,60938,121595,112716,62151,121125,122113,123103,95912,96521,99178,95492,0,102979,0,90507,99676,99136,104455,63824,95125,88360,100043,93393,87488,85307,78182,85844,82522,0,85759,82497,84410,92806,79603,87748,76285
2019/10/1,142147,139210,145807,147360,0,126576,84213,138337,141193,0,55813,136997,0,125176,58475,128175,105733,69584,112981,122089,116795,103171,100263,91718,95406,0,108237,0,88630,108528,99643,98343,57085,90594,85138,93619,90155,92738,90700,79355,86240,79254,0,81233,87162,83893,92693,83842,77815,78940
2019/10/6,140017,132709,137121,133751,0,118406,76340,134764,129488,0,48849,128330,0,120424,52957,118547,99781,58677,109474,110031,110026,94247,100806,93887,86920,0,97916,0,77031,100863,94703,94587,52152,78897,79922,88469,84458,85637,80068,77537,71899,75776,0,72660,76069,75498,91837,80377,74017,68737
2019/10/11,142766,135384,144516,138104,0,122445,76555,136308,138248,0,50818,127339,0,121184,66178,119770,102739,55752,114830,117508,116751,97640,103203,96970,92332,0,100284,0,82435,105455,96433,98231,62710,89470,89919,92924,84832,91805,90077,81150,75005,76732,0,76581,79139,79876,94297,81730,79864,76555
2019/10/16,135009,133110,139491,136911,0,121499,79224,140622,131976,0,49870,131949,0,121897,60561,118224,104052,58622,104667,113818,115249,104973,104206,98022,91666,0,99792,0,87224,102111,94915,91509,58891,86658,83801,87155,81439,87657,84573,74663,76453,76993,0,78407,80278,78379,94424,82158,76457,73861
2019/10/21,135324,124060,139805,138132,0,122869,73486,136689,132787,0,52143,125900,0,123197,60209,122872,106772,58470,111561,112158,118016,101411,104706,94962,92692,0,105707,0,88279,102564,91419,94713,59615,85095,88790,92553,84813,82848,89045,77198,80780,80900,0,78870,75820,76084,95273,83714,77129,71240
2019/10/26,138384,123273,139562,131018,0,117310,69780,135007,130464,0,51556,124617,0,113644,64441,116913,99784,53746,101280,111730,108596,98220,98311,94323,94160,0,96587,0,84288,96122,88171,90644,56010,83668,81266,85215,82314,84489,81481,72208,72470,77991,0,74306,74677,73165,93403,76175,75870,73199
2019/11/1,127933,106217,132800,126314,0,110372,66129,127924,124128,0,46125,121005,0,107013,54161,113932,92831,49399,96378,104145,103255,95763,93420,89434,84239,0,90558,0,78090,89581,82725,85051,48837,75379,75407,78406,79231,79261,79744,68578,68722,66555,14829,69062,64866,67752,85488,67944,71842,62251
2019/11/6,125737,100670,128509,121379,0,103068,59095,127080,122840,0,40768,119682,0,104344,51659,111857,91836,47316,88222,98900,103141,91386,94445,86604,83543,0,91232,0,77396,86756,76840,82792,44667,68420,72951,76448,75755,74885,72351,67031,65561,63761,19337,64658,64380,65943,82884,68084,67791,63196
2019/11/11,130817,99168,136057,124642,0,103782,64046,134712,124911,0,43187,121709,0,105036,58165,113272,95678,52850,89332,101470,106238,96417,99524,90252,89039,0,91722,0,83257,89819,81803,85004,50465,68086,81376,81605,78050,78267,80165,69660,70562,71798,36306,71060,71243,68175,87688,71195,69186,63732
2019/11/16,126676,85389,129957,118790,0,99248,62625,130008,120270,0,42821,118765,0,103094,58443,113768,87493,48160,83352,99976,101309,95606,94833,89274,87294,0,92492,0,80868,87911,76954,82804,47583,62281,78514,79796,77583,74089,77023,66111,68158,68234,43932,67278,64183,64353,84783,70811,69297,60995
2019/11/21,134633,82817,138178,119510,0,102708,64499,133689,125684,0,47319,124667,0,104479,64405,114021,91941,50969,80560,102867,107901,99955,98036,98413,93319,0,93297,0,88570,95352,80606,86197,49134,60465,83027,82827,77818,80248,79085,69402,70684,70068,55046,69727,68366,68014,85852,74875,71262,64557
2019/11/26,123776,68388,129086,108472,0,89853,54823,124285,117691,0,38898,114933,0,91163,60293,108327,82777,43314,69418,95548,99132,93337,92821,87032,85114,0,87548,0,77083,84383,70329,78607,42882,47112,72384,76018,72383,71160,71687,61409,63279,63365,55853,63580,60817,61473,79530,65181,61913,57059
2019/12/1,128667,65483,132604,110390,0,91669,58087,129751,118767,0,40867,118613,12865,90600,66184,110712,86065,48443,70807,99798,101866,98323,95624,91341,87709,0,90187,0,82644,89262,71373,83043,45189,46933,76390,78904,74611,73683,75033,65068,66432,66174,62369,68953,64757,65714,83904,68283,66325,62460
